,Case,Activity,Timestamp,Resource,label
56345,4290,Signal food complete,2024-11-27 18:07:17.660,Cook-000003,
56346,4290,Bring food,2024-11-27 18:22:24.500,Cook helper-000002,
56347,4290,Deliver to customer,2024-11-27 18:23:07.203,Waiter-000004,
15196,4291,Take order,2024-11-08 18:45:00.000,Waiter-000001,
15197,4291,Review order,2024-11-08 18:46:00.198,Waiter-000005,
15198,4291,Prepare starter,2024-11-08 18:46:58.103,Cook helper-000003,
15199,4291,prepare drinks,2024-11-08 18:47:03.103,Barman-000003,
15200,4291,Bring drinks,2024-11-08 18:56:55.391,Barman-000001,
15201,4291,Review drinks,2024-11-08 19:09:01.986,Waiter-000001,
15202,4291,Signal food complete,2024-11-19 00:21:39.105,Cook-000002,
15203,4291,Bring food,2024-11-19 01:08:25.930,Cook helper-000003,
15204,4291,Deliver to customer,2024-11-19 01:19:11.227,Waiter-000005,
30637,4292,Take order,2024-11-08 19:00:00.000,Waiter-000003,
30638,4292,Review order,2024-11-08 19:00:32.197,Waiter-000004,
30639,4292,prepare drinks,2024-11-08 19:01:06.511,Barman-000002,
30640,4292,Bring drinks,2024-11-08 19:06:05.482,Barman-000003,
30641,4292,Review drinks,2024-11-08 19:07:45.835,Waiter-000002,
30642,4292,prepare drinks,2024-11-08 19:11:59.390,Barman-000002,
30643,4292,Bring drinks,2024-11-08 19:12:29.266,Barman-000003,
30644,4292,Review drinks,2024-11-08 19:21:28.127,Waiter-000001,
30645,4292,prepare drinks,2024-11-08 19:23:33.929,Barman-000003,
30646,4292,Bring drinks,2024-11-08 19:28:49.051,Barman-000001,
30647,4292,Review drinks,2024-11-08 19:29:21.767,Waiter-000005,
30648,4292,prepare drinks,2024-11-08 19:29:38.464,Barman-000003,
30649,4292,Bring drinks,2024-11-08 19:34:59.706,Barman-000002,
30650,4292,Review drinks,2024-11-08 19:40:22.248,Waiter-000005,
30651,4292,Prepare main course,2024-11-19 00:51:37.871,Cook-000001,
30652,4292,Signal food complete,2024-11-27 18:39:43.796,Cook-000001,
30653,4292,Bring food,2024-11-27 20:05:02.523,Cook helper-000002,
30654,4292,Deliver to customer,2024-11-27 20:10:14.221,Waiter-000004,
43500,4293,Take order,2024-11-08 19:15:00.000,Waiter-000005,
43501,4293,Review order,2024-11-08 19:18:36.719,Waiter-000003,
43502,4293,Prepare starter,2024-11-08 19:19:07.811,Cook helper-000001,
43503,4293,prepare drinks,2024-11-08 19:19:12.811,Barman-000001,
43504,4293,Bring drinks,2024-11-08 19:20:24.341,Barman-000002,
43505,4293,Review drinks,2024-11-08 19:20:52.443,Waiter-000004,
43506,4293,prepare drinks,2024-11-08 19:21:10.724,Barman-000001,
43507,4293,Bring drinks,2024-11-08 19:23:09.715,Barman-000002,
43508,4293,Review drinks,2024-11-08 19:33:39.705,Waiter-000001,
43509,4293,Prepare main course,2024-11-19 00:58:19.402,Cook-000001,
43510,4293,Signal food complete,2024-11-27 18:52:56.199,Cook-000003,
43511,4293,Bring food,2024-11-27 19:12:36.554,Cook helper-000001,
43512,4293,Deliver to customer,2024-11-27 19:13:06.325,Waiter-000001,
5997,4294,Take order,2024-11-08 19:30:00.000,Waiter-000003,
5998,4294,Review order,2024-11-08 19:30:03.117,Waiter-000004,
5999,4294,Prepare starter,2024-11-08 19:31:21.545,Cook helper-000003,
6000,4294,prepare drinks,2024-11-08 19:31:26.545,Barman-000001,
6001,4294,Bring drinks,2024-11-08 19:37:12.125,Barman-000003,
6002,4294,Review drinks,2024-11-08 19:39:22.701,Waiter-000002,
6003,4294,prepare drinks,2024-11-08 19:40:00.636,Barman-000001,
6004,4294,Bring drinks,2024-11-08 19:40:34.997,Barman-000003,
6005,4294,Review drinks,2024-11-08 19:50:36.393,Waiter-000001,
6006,4294,prepare drinks,2024-11-08 19:50:49.576,Barman-000001,
6007,4294,Bring drinks,2024-11-08 19:53:41.964,Barman-000002,
6008,4294,Review drinks,2024-11-08 19:57:01.692,Waiter-000005,
6009,4294,prepare drinks,2024-11-08 19:58:42.139,Barman-000001,
6010,4294,Bring drinks,2024-11-08 19:59:46.228,Barman-000003,
6011,4294,Review drinks,2024-11-08 20:11:04.666,Waiter-000004,
6012,4294,Prepare main course,2024-11-19 01:08:27.930,Cook-000002,
6013,4294,Signal food complete,2024-11-27 19:12:29.886,Cook-000002,
6014,4294,Bring food,2024-11-27 19:18:34.365,Cook helper-000003,
6015,4294,Deliver to customer,2024-11-27 19:23:13.098,Waiter-000003,
15205,4295,Take order,2024-11-08 19:45:00.000,Waiter-000003,
15206,4295,Review order,2024-11-08 19:45:46.597,Waiter-000004,
15207,4295,prepare drinks,2024-11-08 19:46:15.469,Barman-000002,
15208,4295,Bring drinks,2024-11-08 19:52:52.647,Barman-000003,
15209,4295,Review drinks,2024-11-08 19:54:27.097,Waiter-000002,
15210,4295,Prepare main course,2024-11-19 01:15:52.426,Cook-000001,
15211,4295,Signal food complete,2024-11-27 20:00:14.535,Cook-000003,
15212,4295,Bring food,2024-11-27 20:19:20.594,Cook helper-000001,
15213,4295,Deliver to customer,2024-11-27 20:22:01.015,Waiter-000001,
30655,4296,Take order,2024-11-08 20:00:00.000,Waiter-000003,
30656,4296,Review order,2024-11-08 20:00:27.475,Waiter-000004,
30657,4296,Prepare starter,2024-11-08 20:00:33.520,Cook helper-000002,
30658,4296,prepare drinks,2024-11-08 20:00:38.520,Barman-000002,
30659,4296,Bring drinks,2024-11-08 20:06:31.863,Barman-000001,
30660,4296,Review drinks,2024-11-08 20:08:18.529,Waiter-000005,
30661,4296,Signal food complete,2024-11-19 01:26:41.061,Cook-000003,
30662,4296,Bring food,2024-11-19 01:31:11.442,Cook helper-000002,
30663,4296,Deliver to customer,2024-11-19 01:38:27.368,Waiter-000002,
15459,4297,Take order,2024-11-08 20:15:00.000,Waiter-000002,
15460,4297,Review order,2024-11-08 20:18:30.262,Waiter-000001,
15461,4297,prepare drinks,2024-11-08 20:18:44.082,Barman-000002,
15462,4297,Bring drinks,2024-11-08 20:18:45.879,Barman-000001,
15463,4297,Review drinks,2024-11-08 20:18:53.899,Waiter-000005,
15464,4297,prepare drinks,2024-11-08 20:19:06.923,Barman-000003,
15465,4297,Bring drinks,2024-11-08 20:23:55.689,Barman-000002,
15466,4297,Review drinks,2024-11-08 20:34:37.695,Waiter-000002,
15467,4297,Prepare main course,2024-11-19 01:31:13.442,Cook-000003,
15468,4297,Signal food complete,2024-11-27 19:52:21.939,Cook-000002,
15469,4297,Bring food,2024-11-27 20:14:52.195,Cook helper-000003,
15470,4297,Deliver to customer,2024-11-27 20:19:05.181,Waiter-000004,
14081,4298,Take order,2024-11-08 20:30:00.000,Waiter-000003,
14082,4298,Review order,2024-11-08 20:35:24.709,Waiter-000001,
14083,4298,prepare drinks,2024-11-08 20:35:44.148,Barman-000001,
14084,4298,Bring drinks,2024-11-08 20:43:27.482,Barman-000003,
14085,4298,Review drinks,2024-11-08 20:44:20.096,Waiter-000005,
14086,4298,Prepare main course,2024-11-19 01:50:10.603,Cook-000002,
14087,4298,Signal food complete,2024-11-27 20:14:52.195,Cook-000002,
14088,4298,Bring food,2024-11-27 23:15:44.688,Cook helper-000002,
14089,4298,Deliver to customer,2024-11-27 23:27:14.836,Waiter-000005,
43713,4299,Take order,2024-11-08 20:45:00.000,Waiter-000004,
43714,4299,Review order,2024-11-08 20:48:18.771,Waiter-000003,
43715,4299,Prepare food,2024-11-08 20:48:29.015,Cook helper-000002,HOMONYMOUS(Prepare starter)
43716,4299,prepare drinks,2024-11-08 20:48:34.015,Barman-000002,
43717,4299,Bring drinks,2024-11-08 20:50:49.895,Barman-000001,
43718,4299,Review drinks,2024-11-08 20:53:16.162,Waiter-000001,
43719,4299,Drink handling,2024-11-08 20:54:22.929,Barman-000003,HOMONYMOUS(prepare drinks)
43720,4299,Drink handling,2024-11-08 20:56:01.430,Barman-000002,HOMONYMOUS(Bring drinks)
43721,4299,Review drinks,2024-11-08 21:03:57.705,Waiter-000004,
43722,4299,Prepare main course,2024-11-19 01:52:59.041,Cook-000001,
43723,4299,Signal food complete,2024-11-27 20:43:42.773,Cook-000003,
43724,4299,Bring food,2024-11-27 20:53:35.211,Cook helper-000003,
43725,4299,Deliver to customer,2024-11-27 21:00:21.689,Waiter-000001,
47706,4300,Take order,2024-11-08 21:00:00.000,Waiter-000005,
47707,4300,Review order,2024-11-08 21:00:23.417,Waiter-000002,
47708,4300,prepare drinks,2024-11-08 21:00:33.837,Barman-000001,
47709,4300,Bring drinks,2024-11-08 21:03:34.536,Barman-000003,
47710,4300,Review drinks,2024-11-08 21:05:34.918,Waiter-000003,
47711,4300,Prepare main course,2024-11-19 18:03:59.127,Cook-000002,
47712,4300,Signal food complete,2024-11-27 20:27:48.386,Cook-000001,
47713,4300,Bring food,2024-11-27 20:52:32.935,Cook helper-000002,
47714,4300,Deliver to customer,2024-11-27 20:53:45.928,Waiter-000001,
23601,4301,Take order,2024-11-08 21:15:00.000,Waiter-000001,
23602,4301,Review order,2024-11-08 21:15:47.597,Waiter-000005,
23603,4301,Prepare starter,2024-11-08 21:15:51.400,Cook helper-000003,
23604,4301,prepare drinks,2024-11-08 21:15:56.400,Barman-000001,
23605,4301,Bring drinks,2024-11-08 21:20:42.939,Barman-000002,
23606,4301,Review drinks,2024-11-08 21:21:02.556,Waiter-000004,
23607,4301,Prepare main course,2024-11-19 18:38:26.489,Cook-000002,
23608,4301,Signal food complete,2024-11-27 20:53:35.211,Cook-000003,
23609,4301,Bring food,2024-11-27 21:14:58.405,Cook helper-000003,
23610,4301,Deliver to customer,2024-11-27 21:16:33.883,Waiter-000002,
9343,4302,Take order,2024-11-08 21:30:00.000,Waiter-000004,
9344,4302,Review order,2024-11-08 21:32:42.500,Waiter-000003,
9345,4302,Prepare starter,2024-11-08 21:33:04.166,Cook helper-000002,
9346,4302,prepare drinks,2024-11-08 21:33:09.166,Barman-000003,
9347,4302,Bring drinks,2024-11-08 21:46:48.518,Barman-000001,
9348,4302,Review drinks,2024-11-08 21:47:44.052,Waiter-000004,
9349,4302,Prepare main course,2024-11-19 18:57:44.838,Cook-000001,
9350,4302,Signal food complete,2024-11-27 20:52:32.935,Cook-000001,
9351,4302,Bring food,2024-11-27 20:57:51.130,Cook helper-000001,
9352,4302,Deliver to customer,2024-11-27 21:04:47.172,Waiter-000002,
33271,4303,Take order,2024-11-08 21:45:00.000,Waiter-000002,
33272,4303,Review order,2024-11-08 21:46:55.925,Waiter-000005,
33273,4303,prepare drinks,2024-11-08 21:47:30.431,Barman-000002,
33274,4303,Bring drinks,2024-11-08 21:49:43.482,Barman-000003,
33275,4303,Review drinks,2024-11-08 22:12:17.184,Waiter-000002,
33276,4303,prepare drinks,2024-11-08 22:12:27.357,Barman-000002,
33277,4303,Bring drinks,2024-11-08 22:15:43.870,Barman-000003,
33278,4303,Review drinks,2024-11-08 22:35:33.991,Waiter-000001,
33279,4303,Prepare main course,2024-11-19 19:03:19.634,Cook-000002,
33280,4303,Signal food complete,2024-11-27 21:14:58.405,Cook-000003,
33281,4303,Bring food,2024-11-27 22:08:03.836,Cook helper-000003,
33282,4303,Deliver to customer,2024-11-27 22:13:03.513,Waiter-000002,
21947,4304,Take order,2024-11-08 22:00:00.000,Waiter-000003,
21948,4304,Review order,2024-11-08 22:11:22.800,Waiter-000001,
21949,4304,prepare drinks,2024-11-08 22:11:38.598,Barman-000001,
21950,4304,Bring drinks,2024-11-08 22:19:24.396,Barman-000001,
21951,4304,Review drinks,2024-11-08 22:24:44.263,Waiter-000001,
21952,4304,prepare drinks,2024-11-08 22:25:35.532,Barman-000001,
21953,4304,Bring drinks,2024-11-08 22:34:07.445,Barman-000002,
21954,4304,Review drinks,2024-11-08 22:47:49.574,Waiter-000003,
21955,4304,Prepare main course,2024-11-19 19:05:30.585,Cook-000003,
21956,4304,Signal food complete,2024-11-27 20:57:51.130,Cook-000001,
21957,4304,Bring food,2024-11-27 21:02:18.855,Cook helper-000003,
21958,4304,Deliver to customer,2024-11-27 21:04:42.588,Waiter-000003,
10030,4305,Take order,2024-11-08 22:15:00.000,Waiter-000005,
10031,4305,Review order,2024-11-08 22:15:35.620,Waiter-000004,
10032,4305,Prepare starter,2024-11-08 22:16:21.507,Cook helper-000003,
10033,4305,prepare drinks,2024-11-08 22:16:26.507,Barman-000002,
10034,4305,Bring drinks,2024-11-08 22:26:37.494,Barman-000002,
10035,4305,Review drinks,2024-11-08 22:34:07.445,Waiter-000004,
10036,4305,Prepare main course,2024-11-19 19:06:07.169,Cook-000003,
10037,4305,Signal food complete,2024-11-27 22:42:35.635,Cook-000001,
10038,4305,Bring food,2024-11-27 22:55:34.644,Cook helper-000001,
10039,4305,Deliver to customer,2024-11-27 22:56:08.101,Waiter-000004,
7860,4306,Take order,2024-11-08 22:30:00.000,Waiter-000002,
7861,4306,Review order,2024-11-08 22:30:25.732,Waiter-000005,
7862,4306,prepare drinks,2024-11-08 22:32:16.343,Barman-000001,
7863,4306,Bring drinks,2024-11-08 22:39:42.855,Barman-000003,
7864,4306,Review drinks,2024-11-08 22:48:02.453,Waiter-000002,
7865,4306,Prepare main course,2024-11-19 19:11:23.267,Cook-000001,
7866,4306,Signal food complete,2024-11-27 21:29:38.168,Cook-000001,
7867,4306,Bring food,2024-11-27 21:43:48.796,Cook helper-000002,
7868,4306,Deliver to customer,2024-11-27 21:57:18.302,Waiter-000004,
27830,4307,Take order,2024-11-08 22:45:00.000,Waiter-000002,
27831,4307,Review order,2024-11-08 22:46:40.901,Waiter-000005,
27832,4307,Prepare starter,2024-11-08 22:47:04.634,Cook helper-000002,
27833,4307,prepare drinks,2024-11-08 22:47:09.634,Barman-000001,
27834,4307,Bring drinks,2024-11-08 23:12:39.119,Barman-000002,
27835,4307,Review drinks,2024-11-08 23:12:54.302,Waiter-000005,
27836,4307,prepare drinks,2024-11-08 23:13:39.214,Barman-000003,
27837,4307,Bring drinks,2024-11-08 23:24:10.210,Barman-000002,
27838,4307,Review drinks,2024-11-08 23:26:53.036,Waiter-000002,
27839,4307,prepare drinks,2024-11-08 23:27:42.713,Barman-000003,
27840,4307,Bring drinks,2024-11-08 23:28:21.425,Barman-000002,
27841,4307,Review drinks,2024-11-08 23:32:08.095,Waiter-000004,
27842,4307,Prepare main course,2024-11-19 19:12:59.910,Cook-000002,
27843,4307,Signal food complete,2024-11-27 22:08:03.836,Cook-000003,
27844,4307,Bring food,2024-11-27 23:15:42.771,Cook helper-000003,
27845,4307,Deliver to customer,2024-11-27 23:27:37.334,Waiter-000001,
36080,4308,Take order,2024-11-08 23:00:00.000,Waiter-000001,
36081,4308,Order processing,2024-11-08 23:00:52.567,Waiter-000002,HOMONYMOUS(Review order)
36082,4308,Prepare starter,2024-11-08 23:01:07.857,Cook helper-000002,
36083,4308,prepare drinks,2024-11-08 23:01:12.857,Barman-000002,
36084,4308,Bring drinks,2024-11-08 23:06:01.213,Barman-000003,
36085,4308,Review drinks,2024-11-08 23:11:56.530,Waiter-000003,
36086,4308,Prepare food,2024-11-19 19:31:26.924,Cook-000002,HOMONYMOUS(Prepare main course)
36087,4308,Signal food complete,2024-11-28 00:15:38.353,Cook-000001,
36088,4308,Food delivery,2024-11-28 00:19:50.697,Cook helper-000002,HOMONYMOUS(Bring food)
36089,4308,Deliver to customer,2024-11-28 00:20:43.640,Waiter-000005,
10049,4309,Take order,2024-11-08 23:15:00.000,Waiter-000004,
10050,4309,Review order,2024-11-08 23:23:09.033,Waiter-000001,
10051,4309,prepare drinks,2024-11-08 23:23:38.765,Barman-000001,
10052,4309,Bring drinks,2024-11-08 23:32:47.077,Barman-000002,
10053,4309,Review drinks,2024-11-08 23:39:37.430,Waiter-000002,
10054,4309,prepare drinks,2024-11-08 23:40:24.779,Barman-000003,
10055,4309,Bring drinks,2024-11-08 23:43:50.845,Barman-000001,
10056,4309,Review drinks,2024-11-08 23:47:25.084,Waiter-000001,
10057,4309,prepare drinks,2024-11-08 23:49:24.255,Barman-000002,
10058,4309,Bring drinks,2024-11-09 00:14:48.630,Barman-000002,
10059,4309,Review drinks,2024-11-09 00:23:31.094,Waiter-000001,
10060,4309,Prepare main course,2024-11-19 20:19:30.987,Cook-000003,
10061,4309,Signal food complete,2024-11-27 23:15:42.771,Cook-000003,
10062,4309,Bring food,2024-11-27 23:26:12.202,Cook helper-000001,
10063,4309,Deliver to customer,2024-11-27 23:26:18.679,Waiter-000002,
42396,4310,Take order,2024-11-08 23:30:00.000,Waiter-000003,
42397,4310,Review order,2024-11-08 23:30:29.903,Waiter-000005,
42398,4310,prepare drinks,2024-11-08 23:31:05.747,Barman-000003,
42399,4310,Bring drinks,2024-11-08 23:33:13.144,Barman-000001,
42400,4310,Review drinks,2024-11-08 23:35:58.484,Waiter-000001,
42401,4310,prepare drinks,2024-11-08 23:36:16.689,Barman-000003,
42402,4310,Bring drinks,2024-11-08 23:37:12.332,Barman-000001,
42403,4310,Review drinks,2024-11-08 23:41:44.191,Waiter-000003,
42404,4310,prepare drinks,2024-11-08 23:42:13.942,Barman-000002,
42405,4310,Bring drinks,2024-11-08 23:47:09.133,Barman-000003,
42406,4310,Review drinks,2024-11-09 00:01:16.231,Waiter-000001,
42407,4310,prepare drinks,2024-11-09 00:01:28.437,Barman-000003,
42408,4310,Bring drinks,2024-11-09 00:14:54.620,Barman-000003,
42409,4310,Review drinks,2024-11-09 00:16:01.370,Waiter-000004,
42410,4310,prepare drinks,2024-11-09 00:16:19.419,Barman-000003,
42411,4310,Bring drinks,2024-11-09 00:19:15.038,Barman-000003,
42412,4310,Review drinks,2024-11-09 00:23:56.054,Waiter-000003,
42413,4310,Prepare main course,2024-11-19 20:23:41.542,Cook-000003,
42414,4310,Signal food complete,2024-11-27 23:15:44.688,Cook-000002,
42415,4310,Bring food,2024-11-27 23:27:47.674,Cook helper-000001,
42416,4310,Deliver to customer,2024-11-27 23:29:25.328,Waiter-000003,
50646,4311,Take order,2024-11-08 23:45:00.000,Waiter-000005,
50647,4311,Review order,2024-11-08 23:46:36.237,Waiter-000004,
50648,4311,Prepare starter,2024-11-08 23:47:27.675,Cook helper-000001,
50649,4311,prepare drinks,2024-11-08 23:47:32.675,Barman-000002,
50650,4311,Bring drinks,2024-11-08 23:48:50.399,Barman-000001,
50651,4311,Review drinks,2024-11-08 23:52:15.620,Waiter-000002,
50652,4311,Prepare main course,2024-11-19 20:25:02.244,Cook-000001,
50653,4311,Signal food complete,2024-11-27 23:26:12.202,Cook-000003,
50654,4311,Bring food,2024-11-27 23:43:44.200,Cook helper-000002,
50655,4311,Deliver to customer,2024-11-27 23:44:16.790,Waiter-000002,
22865,4312,Take order,2024-11-09 00:00:00.000,Waiter-000005,
22866,4312,Review order,2024-11-09 00:00:05.234,Waiter-000004,
22867,4312,prepare drinks,2024-11-09 00:01:10.273,Barman-000001,
22868,4312,Bring drinks,2024-11-09 00:12:12.487,Barman-000001,
22869,4312,Review drinks,2024-11-09 00:26:54.191,Waiter-000002,
22870,4312,prepare drinks,2024-11-09 00:28:40.790,Barman-000003,
22871,4312,Bring drinks,2024-11-09 00:29:09.847,Barman-000001,
22872,4312,Review drinks,2024-11-09 00:31:37.458,Waiter-000003,
22873,4312,prepare drinks,2024-11-09 00:32:26.051,Barman-000003,
22874,4312,Bring drinks,2024-11-09 00:38:27.434,Barman-000003,
22875,4312,Review drinks,2024-11-09 00:39:25.087,Waiter-000004,
22876,4312,Prepare main course,2024-11-19 20:35:28.305,Cook-000001,
22877,4312,Signal food complete,2024-11-27 23:43:44.200,Cook-000003,
22878,4312,Bring food,2024-11-27 23:55:37.237,Cook helper-000003,
22879,4312,Deliver to customer,2024-11-28 00:02:59.415,Waiter-000002,
12526,4313,Take order,2024-11-09 00:15:00.000,Waiter-000003,
12527,4313,Review order,2024-11-09 00:15:49.294,Waiter-000005,
12528,4313,prepare drinks,2024-11-09 00:18:47.227,Barman-000003,
12529,4313,Bring drinks,2024-11-09 00:23:31.094,Barman-000002,
12530,4313,Review drinks,2024-11-09 00:37:18.958,Waiter-000002,
12531,4313,prepare drinks,2024-11-09 00:37:43.039,Barman-000002,
12532,4313,Bring drinks,2024-11-09 00:49:13.213,Barman-000001,
12533,4313,Review drinks,2024-11-09 00:49:51.518,Waiter-000004,
12534,4313,prepare drinks,2024-11-09 00:50:59.134,Barman-000001,
12535,4313,Bring drinks,2024-11-09 00:58:55.031,Barman-000003,
12536,4313,Review drinks,2024-11-09 01:15:22.260,Waiter-000003,
12537,4313,prepare drinks,2024-11-09 01:15:28.700,Barman-000002,
12538,4313,Bring drinks,2024-11-09 01:18:00.734,Barman-000003,
12539,4313,Review drinks,2024-11-09 01:24:37.027,Waiter-000003,
12540,4313,Prepare main course,2024-11-19 20:39:14.805,Cook-000003,
12541,4313,Signal food complete,2024-11-27 23:55:37.237,Cook-000003,
12542,4313,Bring food,2024-11-28 00:28:36.238,Cook helper-000001,
12543,4313,Deliver to customer,2024-11-28 00:42:12.847,Waiter-000004,
32751,4314,Take order,2024-11-09 00:30:00.000,Waiter-000004,
32752,4314,Review order,2024-11-09 00:30:07.619,Waiter-000005,
32753,4314,prepare drinks,2024-11-09 00:30:44.266,Barman-000003,
32754,4314,Bring drinks,2024-11-09 00:32:17.019,Barman-000001,
32755,4314,Review drinks,2024-11-09 00:40:09.540,Waiter-000005,
32756,4314,Prepare main course,2024-11-19 20:54:32.529,Cook-000001,
32757,4314,Signal food complete,2024-11-28 00:28:36.238,Cook-000003,
32758,4314,Bring food,2024-11-28 00:32:53.721,Cook helper-000002,
32759,4314,Deliver to customer,2024-11-28 00:41:03.543,Waiter-000002,
23058,4315,Take order,2024-11-09 00:45:00.000,Waiter-000003,
